Tweet_count,Username,Text,Created At,Retweets,Likes
819,Omwamba 🇰🇪,Should President William Ruto and his Deputy Rigathi Gachagua be Impeached Together? https://t.co/9I7WQksKjW,Thu Oct 03 16:44:39 +0000 2024,646,5334
820,Kenyans.co.ke,"We will have sympathy for Rigathi Gachagua, but systems must work - Nelson Havi https://t.co/0kwdq7pjEa",Fri Oct 04 04:52:44 +0000 2024,43,361
821,"Cyprian, Is Nyakundi","Planned impeachment motion against Deputy President Rigathi Gachagua successfully surpasses the required 117 signatures for tabling, garnering the support of 242 MPs. https://t.co/7RkQEjvjzE",Thu Sep 26 15:49:02 +0000 2024,805,3403
822,Kenyans.co.ke,"Police officers who used to arrest me, escort me to work today - Rigathi Gachagua https://t.co/PnSJIT7s2K",Sun Oct 09 12:06:29 +0000 2022,637,8014
823,WelBeast,The Deputy president Rigathi Gachagua is an opportunist. 🚮,Wed Jun 26 16:02:58 +0000 2024,4665,11328
824,"Cyprian, Is Nyakundi",DP Rigathi Gachagua urges Kenyans to call off Thursday protests and asks Ruto to compensate bereaved families and injured protesters.,Wed Jun 26 15:14:53 +0000 2024,1233,4049
825,Kenyans.co.ke,How do people expect a government to fix a ten-year mess in one year? - Rigathi Gachagua https://t.co/O6cYAaw4sb,Tue Nov 21 15:27:37 +0000 2023,314,3982
826,Kenyans.co.ke,I don't want to sit here and lie that we have jobs for you - Rigathi Gachagua tells students graduating from JKUAT https://t.co/jvU9C9fB4P,Fri Jun 23 11:59:46 +0000 2023,969,6433
827,Kenyans.co.ke,I cannot help President Ruto to unite Kenya if I cannot unite my home - Rigathi Gachagua https://t.co/ov3Iu7OAu0,Fri Jun 21 14:35:22 +0000 2024,817,6856
828,KTN News,"Hisia za wakaazi wa Githurai 45 kuhusu kuteuliwa kwa Martha Karua na Rigathi Gachagua kama wagombea wenza.

#kivumbi2022 @zubeidahkananu @BahajjAhmed https://t.co/UaqJDBS9qg",Mon May 16 16:06:47 +0000 2022,811,3253
829,"Cyprian, Is Nyakundi",DP Rigathi Gachagua: I beseech you my sons and daughters to call off tomorrow's planned protests.,Wed Jun 26 15:16:21 +0000 2024,1416,5246
830,NTV Kenya,"BREAKING: Deputy President, William Ruto announces Rigathi Gachagua as his running mate in the presidential election. https://t.co/vLf99cHBGa",Sun May 15 10:13:09 +0000 2022,729,4226
831,Alinur Mohamed,"NIS director general Noordin Haji can't be blamed alone. If he has to resign, also William Ruto, Rigathi Gachagua, Moses Wetang’ula, Kimani Ichung’wa and Musalia Mudavadi have to resign.",Wed Jun 26 15:23:14 +0000 2024,5729,12820
832,Citizen TV Kenya,"We have told DCI to go back to Kiambu road and wait for crimes to be reported there. They have no business in government offices, hovering all over and creating a toxic environment for service delivery. Rigathi Gachagua – Deputy President https://t.co/At61sWTXCp",Thu Sep 15 13:07:26 +0000 2022,637,5245
833,Pauline Njoroge,"President Ruto is revealing the real politician he has always been. Smart and cunning. 

We all know his preference for Deputy President was Prof. Kindiki. They are good friends. He was even his lawyer at The Hague and got him out of the claws of ICC. 

Rigathi Gachagua",Mon Apr 03 07:39:55 +0000 2023,573,5050
834,Gabriel Oguda,"BREAKING: Embattled Deputy President Rigathi Gachagua has warned his boss against betraying him at his moment of need, assuring him that there shall be unforgiving consequences if he does so. The gloves are off. https://t.co/r3e4rsvfYF",Sun Sep 22 12:15:58 +0000 2024,915,3919
835,Kenyans.co.ke,"Raila asked for half the government, we said no, he asked for a handshake, we said no - DP Rigathi Gachagua https://t.co/ftJAVGddR2",Wed Aug 23 05:18:18 +0000 2023,398,3875
836,Prof Makau Mutua,Mathira MP Rigathi Gachagua now knows how painful it is to be rigged out in an “election.” The man from Sugoi is no joke!,Sun May 15 09:23:55 +0000 2022,285,3011
837,𝐃𝐚𝐧,"I want to apologize for trusting Uhuru Kenyatta. 

Apologize for campaigning and voting for president William Ruto. 

Apologize for believing Raila Odinga was better than Ruto and DP Rigathi Gachagua.

We have been lied to so much. Wajiinga wameerevuka.",Tue Jul 09 15:06:41 +0000 2024,1740,7253
838,Kenyans.co.ke,Deputy President Rigathi Gachagua holds his certificate upside down at Kasarani Stadium https://t.co/HLVnq4nCp0,Tue Sep 13 10:17:38 +0000 2022,1030,8742
839,"-Dennis Itumbi, CBS","Congratulations, Rigathi Gachagua!",Sun May 15 10:06:29 +0000 2022,835,7538
840,Lupellah Johnson,"RIGGY G warns president William Ruto ahead of his impeachment motion that kina Oscar sudi want 😂i think Rigathi Gachagua needs The kenyattas more than ever !!
Dear Gen Zs where was this guy during maandamano tukifight against bad governance!! https://t.co/pF4DCNZliy",Thu Sep 26 13:58:55 +0000 2024,22,138
841,Arthur Mbugwa,"Come closer, hii ni NISSAN NOTE
several units to pick from.. 
@ KShs 1.1m🔥

Call: 0787-555906

1200cc
Petrol
HiD Xenon Headlights
Location Mombasa 🌴 

Dr Moraa Governor Natembeya Mboro #Maandamano Rigathi Gachagua #Impeachment #ImpeachBoth @oloojl #BanRutoAtUNGA79 https://t.co/cTOYlGgmdz",Mon Sep 23 20:35:05 +0000 2024,2,1
842,Eng. Nyasikera,Deputy President Rigathi Gachagua promised Kenyans (on behalf of William Ruto) that the criminal justice system will not be used to manage politics. Fred Matiangi was deployed by Uhuru to do exactly what CS Kithure Kindiki is doing. Expect kamata kamata Fridays and abductions https://t.co/tNgQgSTA0Q,Thu Sep 26 12:17:32 +0000 2024,2,1
843,KIPRONO,"219 signed
Seems Rigathi Gachagua fate is sealed.
Sad he is going home alone, Ruto should be included. https://t.co/ExT0Z0eegB",Thu Sep 26 15:35:59 +0000 2024,4,30
844,Victor UDA General ™,The Reason Deputy President Rigathi Gachagua is facing political targeting.. https://t.co/lG464rSH8P,Mon Sep 23 20:04:20 +0000 2024,2,2
845,Kaslim,"Very bold Nandi County Woman Representative Hon.Cynthia Muge dares the Deputy president Rigathi Gachagua to resign,H.E. President William Samoei Ruto MUST be respected 💪 https://t.co/nk81mfnPUJ",Mon Sep 23 18:26:08 +0000 2024,1,4
846,Citizen TV Kenya,"Gachagua Censure Divide:
 
Kenyans want Ruto &amp; Rigathi to bury differences

Kenyans say focus should be on fulfilling promises

Some want the proposed impeachment abandoned

#CitizenMondayReport  @TrevorOmbija https://t.co/2VrddCrdMm",Mon Sep 23 18:30:32 +0000 2024,4,27
847,NTV Kenya,"Wanampangia Nini Gachagua? 

Naibu rais Rigathi anazidi kukumbwa na msukumo baada ya seneta Danson Mungatana kuwasilisha hoja ya kupinga mienendo yake kwa afisi ya spika wa seneti.

 @vincentoduor254 #NTVJioni https://t.co/cC6wvJj92E",Mon Sep 23 16:25:12 +0000 2024,3,13
848,KTN News,"Dan Maanzo: I was a little bit disturbed that Rigathi Gachagua was surprised to learn that the president has left the country yet he is number two in command. our constitution requires and demands that when the president is not in the country or within jurisdiction, the deputy https://t.co/kHQv7R3HA0",Mon Sep 23 19:16:44 +0000 2024,0,7
849,KTN News,"Dan Maanzo: Rigathi Gachagua has a following from both his backyard where he was elected as an MP to may other parts of the country. If you really must impeach Gachagua and if there are MPs who will file a motion to impeach him, then there will be MPs who will file a motion to https://t.co/lLwnBd0ad2",Mon Sep 23 19:36:33 +0000 2024,3,14
850,KTN News,"Gachagua impeachment plot: Tana River senator Danson Mungatana files for censure motion against DP Rigathi Gachagua.

#KTNPrime  @DoriceAnkey https://t.co/8xqShuHUDz",Mon Sep 23 18:13:52 +0000 2024,0,4
851,Kalonzo Musyoka,"Thank you Nyeri for making me feel at home. I will come back soon.

Let me be clear: if they bring a Motion to Impeach Deputy President Rigathi Gachagua in Parliament, they should also bring one against William Ruto. 

Anything else is upuzi, a weak attempt to divert Kenyans' https://t.co/87CliXkPbb",Thu Sep 26 13:22:43 +0000 2024,198,1100
852,The Kenya Times,"Kalonzo Musyoka confirms DP Rigathi Gachagua's impeachment motion is imminent

Photo: Kalonzo Musyoka https://t.co/XkWjM7IUhf",Thu Sep 26 12:20:03 +0000 2024,1,3
853,KBC Channel1 News,"A TEST OF TRUTHFULNESS?

Senator Mungatana files motion seeking to discuss DP Rigathi Gachagua

Censure motion against Deputy President awaits Senate Speaker’s approval

#PrimeEdition
@TomMboya24 https://t.co/YXZ7OzGHcE",Mon Sep 23 18:30:17 +0000 2024,0,1
854,KTN News,"Dan Maanzo: Impeachment is a political process largely determined by MPs in the National Assembly and the Senate. Therefore if you want to do a political process against Rigathi Gachagua then you should also do the same against the president.

#KTNPrime  @DoriceAnkey https://t.co/s8oFcLs8CY",Mon Sep 23 18:44:07 +0000 2024,2,8
855,Mwangi x Maina,Deputy President Rigathi Gachagua Riggy G speaks during the funeral mass of the 21 boys who perished at Hillside Endarasha Academy in Nyeri.The platform has a melancholic atmosphere. https://t.co/9JgYIXcogJ,Thu Sep 26 15:44:11 +0000 2024,1,27
856,TV47,"Gladys Shollei: I am putting you Rigathi Gachagua on notice. You are going to be impeached and I am going to be in charge of the impeachment.

#TV47News https://t.co/00pfwqLzxd",Mon Sep 23 17:53:51 +0000 2024,3,3
857,Mutembei TV,Church leaders  in Siaya call out Rigathi Gachagua for disrespecting President Ruto https://t.co/XK1FYmbWaL,Mon Sep 23 17:14:15 +0000 2024,0,1
858,Kenya Forestry Research Institute (KEFRI),KEFRI received an award from Deputy President Rigathi Gachagua for outstanding performance winning the Best Stand Demonstrating Application of Environmental Quality Management Standards at the ongoing Nairobi International Trade Fair 2024. https://t.co/fLshI2xgor,Thu Sep 26 14:18:18 +0000 2024,2,10
859,Pwani Tribune🌴,Trust Tana River Senator Danson Mungatana to agree to be embroiled and used in this Rigathi Gachagua censure politics when there is a myriad of pressing issues in his backyard he could have spent his time and energy in bringing to the Senate's floor. https://t.co/SUlq71gpbn,Mon Sep 23 11:44:02 +0000 2024,8,13
860,Amir Swaleh,"We all know that saying about friends and enemies, yeah? Well, it's never hit closer to home. We're seeing it right in front of our very own eyes, in our gritty political landscape. The Deputy President, our very own Rigathi Gachagua, seems to be caught up in a whirlwind of https://t.co/DZ5Wf0b1ax",Mon Sep 23 17:19:02 +0000 2024,0,2
861,KABURU,"BREAKING NEWS: CS ADEN DUALE TAKE ON DP RIGATHI GACHAGUA IMPEACHMENT. 
Resign Mpesa Dr Morara John  Mbadi #Maandamano #ImpeachBoth  #BanRutoAtUNGA79 https://t.co/2RhWNATCZw",Mon Sep 23 18:44:12 +0000 2024,10,17
862,TUKO.co.ke | The Heartbeat of Kenya,"Uasin Gishu Woman Representative Gladys Shollei has warned Deputy President Rigathi Gachagua, stating that his days in office are numbered. 

Shollei declared her intention to lead the charge in overseeing Gachagua's impeachment.

Photo: Gladys Shollei (X) https://t.co/8XhpMEkwPd",Mon Sep 23 17:44:56 +0000 2024,2,7
863,Danny Gonah,"Lakini Mungatana si alikua ata amepotea kisiasa, si atulie mbona aanze kupeleka mambo huko seneti. Kwanini anataka Rigathi Gachagua akue mjadala? https://t.co/JfNk04ETDV",Mon Sep 23 19:15:56 +0000 2024,4,24
864,Hon. Mwangi Kiunjuri,"If they Want to impeach Deputy President Rigathi Gachagua, I'll file a motion to impeach President William Ruto. We elected both in the same ticket. Riggy G hasn't violated any law to fight for his Mt Kenya people.",Mon Sep 23 19:29:20 +0000 2024,314,1963
865,TV47,"Zaidi ya wawakilishi wadi 30 kutoka mrengo wa UDA kwenye Bunge La Kaunti ya Nairobi wameeleza kukerwa na malumbano yanayoendelea kati ya Naibu wa Rais Rigathi Gachagua na Gavana wa Nairobi Johnson Sakaja, wakitaja kuwa mvutano huo una athari mbaya kwa huduma zinazotarajiwa na https://t.co/1bAGavJQFe",Mon Sep 23 16:13:47 +0000 2024,0,1
866,K24 TV,Unachukuliaje kuwasilishwa kwa hoja ya kuchunguza mienendo ya Naibu Rais Rigathi Gachagua? #Kikaonik24 https://t.co/IQpuJ8anEe,Mon Sep 23 15:57:25 +0000 2024,0,6
867,TV47,"A section of UDA members of County Assembly in Nairobi have expressed concerns regarding the heated exchanges recently witnessed between Deputy President Rigathi Gachagua and Nairobi governor Johnson Sakaja over service delivery in Nairobi County.

#TV47DailyReport https://t.co/7e9AuyF74O",Mon Sep 23 18:38:24 +0000 2024,1,1
868,TV47,"Tana River Senator Danson Mungatana has filed a motion of censure against deputy President Rigathi Gachagua, a step which would exacerbate the nation's second in command’s headache and further alienate him from government officials.

#TV47DailyReport #PowerAndPolitics https://t.co/wDoLKUHHw2",Mon Sep 23 18:21:14 +0000 2024,1,0
869,TL Elder,Now that they're accusing Rigathi Gachagua of funding demonstrations then I think it's time I cashed in. If you know Riggy G tell him I am an experienced protester he can DM me for rates. https://t.co/iuh1iTdxqg,Thu Sep 26 12:32:20 +0000 2024,177,752
870,Sholla Ard 🇰🇪,Are Kenyans aware that Cleophas malala has just exposed and finished Kimani ichungwa? 🚨 And that they are using Dp Rigathi Gachagua as a diversion? Sema kimeumana!!!!!!! John mbadi governor natembeya https://t.co/6gxvwwA8Xi,Mon Sep 23 18:54:52 +0000 2024,339,945
871,TV47,"Tukisalia na taarifa ya kumbadua Naibu Rais Rigathi Gachagua, sasa mtazamaji tuangazie taratibu za kumwondoa naibu rais mamlakani.

#UpeoWaTV47
@Kilemi_Andrine https://t.co/XixDqB1Gzi",Mon Sep 23 16:13:43 +0000 2024,0,0
872,SALVAGE 𓃵,"PARIPESA Bag🔥

Enjoy Tax Free Site✅

Bet 📲 https://t.co/RCbQke5FQr

PromoCode ➡ SALVAGE

25+ Odds💰
Load Code &gt; SELG7

Let's Meet After Boom🫶🏻

(Resign John mbadi Rigathi gachagua #Maandamano  Dr. moraaRuto and gachagua ) https://t.co/XONDtcRuBp",Mon Sep 23 15:54:41 +0000 2024,8,9
873,Danny Gonah,"What's the best thing for Rigathi Gachagua? Should he resign or wait for the impeachment, do you think he should go home alone? https://t.co/bv7G7YoGd4",Mon Sep 23 17:18:30 +0000 2024,0,10
874,Morara Kebaso Snr Diaries🐦,"Kenya is a crime scene. Ruto's friends are  auctioning Kenyans to the highest bidders. Lord have mercy on us. 

Rigathi Gachagua Governor Natembeya Resign Karen Nyamu Israel https://t.co/m3aoRdvmqF",Mon Sep 23 20:57:07 +0000 2024,49,80
875,Radio 47,Gladys Shollei - Rigathi Gachagua is going to be impeached. #HapaNdipo https://t.co/ya5dNRigU3,Mon Sep 23 18:07:30 +0000 2024,0,7
876,"Cyprian, Is Nyakundi","President William Ruto has dissolved his Cabinet, except Deputy President Rigathi Gachagua and Prime CS Musalia Mudavadi.",Thu Jul 11 12:33:08 +0000 2024,1678,5706
877,Gabriel Oguda,"BREAKING: President William Ruto has dissolved his Cabinet, except Deputy President Rigathi Gachagua and Prime CS Musalia Mudavadi.",Thu Jul 11 12:31:15 +0000 2024,4155,12097
878,Mbaitu FM,"Senator wa kaunti ya Tana River Danson Mungatana niwathakya mutalatala mbungeni ya senate kuneenanisya miendele ya munini wa President Rigathi Gachagua aiweta kana Gachagua niwendete utee na ilungu imwe sya kimiao kukonia undu waile kwithiwa ayikua euvisini.
#Mbaitufm https://t.co/3vbYJmoWfy",Mon Sep 23 14:31:46 +0000 2024,0,0
879,"Robert ALAI, HSC","Kenyans, 

I believe that President Uhuru and Rigathi Gachagua have the same political mission and probably working together towards that. 

First Maandamano, Uhuru's farm raided and razed with no meaningful damage apart from few area of grass and few trees. Most of the sheep",Sun Jul 30 13:18:34 +0000 2023,640,3948
880,RudeBwoy ™ ☠️ 🏴‍☠️,Rigathi Gachagua is not only an honest men but also a lonely man https://t.co/FzY1M8TjOv,Mon Oct 07 18:40:28 +0000 2024,50,139
881,Lion of the Mountain,"If president William Ruto will watch DP Rigathi Gachagua being humiliated, then he will prove to us that he is a certified liar. I am unapologetic about that. https://t.co/DnioQBEExo",Mon Sep 23 19:01:41 +0000 2024,32,89
882,Plug Wa Viatu,"Me nae as long as we are rawing 
Lazima nipitie your phone.

Heri heartbreak badala ya kujipata Kwa line nikitibia STI

Timberland 🔥🔥🔥
Bila kamba
Sizes 39 TO 45 
4400
0115083259

Dr. Moraa Shif #Maandamano Rigathi Gachagua Mpesa Kenya Airways Starlink Kate waruguru https://t.co/KJMBevevDS",Mon Sep 23 15:01:22 +0000 2024,2,1
